[2026-05-27T01:55:02.644+0000] {taskinstance.py:1956} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: crime_analytics_pipeline.ingest_chicago_crime manual__2026-05-26T19:50:14.211656+00:00 [queued]>
[2026-05-27T01:55:02.655+0000] {taskinstance.py:1956} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: crime_analytics_pipeline.ingest_chicago_crime manual__2026-05-26T19:50:14.211656+00:00 [queued]>
[2026-05-27T01:55:02.655+0000] {taskinstance.py:2170} INFO - Starting attempt 2 of 3
[2026-05-27T01:55:02.669+0000] {taskinstance.py:2191} INFO - Executing <Task(PythonOperator): ingest_chicago_crime> on 2026-05-26 19:50:14.211656+00:00
[2026-05-27T01:55:02.680+0000] {standard_task_runner.py:60} INFO - Started process 3088 to run task
[2026-05-27T01:55:02.685+0000] {standard_task_runner.py:87} INFO - Running: ['***', 'tasks', 'run', 'crime_analytics_pipeline', 'ingest_chicago_crime', 'manual__2026-05-26T19:50:14.211656+00:00', '--job-id', '118', '--raw', '--subdir', 'DAGS_FOLDER/dag_crime_pipeline.py', '--cfg-path', '/tmp/tmpbeyn5ilq']
[2026-05-27T01:55:02.689+0000] {standard_task_runner.py:88} INFO - Job 118: Subtask ingest_chicago_crime
[2026-05-27T01:55:02.770+0000] {task_command.py:423} INFO - Running <TaskInstance: crime_analytics_pipeline.ingest_chicago_crime manual__2026-05-26T19:50:14.211656+00:00 [running]> on host 93e8dbfc6168
[2026-05-27T01:55:02.872+0000] {taskinstance.py:2480} INFO - Exporting env vars: AIRFLOW_CTX_DAG_EMAIL='cdash-alerts@example.com' AIRFLOW_CTX_DAG_OWNER='crime-analytics' AIRFLOW_CTX_DAG_ID='crime_analytics_pipeline' AIRFLOW_CTX_TASK_ID='ingest_chicago_crime' AIRFLOW_CTX_EXECUTION_DATE='2026-05-26T19:50:14.211656+00:00' AIRFLOW_CTX_TRY_NUMBER='2' AIRFLOW_CTX_DAG_RUN_ID='manual__2026-05-26T19:50:14.211656+00:00'
[2026-05-27T01:55:03.792+0000] {ingest_chicago_crime.py:212} INFO - FULL LOAD mode: 2001-01-01 → 2026-05-27
[2026-05-27T01:55:05.539+0000] {ingest_chicago_crime.py:103} INFO - [2001-01-01] _SUCCESS marker exists, skipping.
[2026-05-27T02:11:29.855+0000] {ingest_chicago_crime.py:149} INFO - [2003-11-07] _SUCCESS marker written.
[2026-05-27T02:11:30.692+0000] {ingest_chicago_crime.py:114} INFO - [2003-11-08] Querying BigQuery...
[2026-05-27T02:11:33.885+0000] {ingest_chicago_crime.py:142} INFO - [2003-11-08] Uploaded 1219 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2003/11/08/data.csv
[2026-05-27T02:11:34.148+0000] {ingest_chicago_crime.py:149} INFO - [2003-11-08] _SUCCESS marker written.
[2026-05-27T02:11:35.029+0000] {ingest_chicago_crime.py:114} INFO - [2003-11-09] Querying BigQuery...
[2026-05-27T02:11:38.861+0000] {ingest_chicago_crime.py:142} INFO - [2003-11-09] Uploaded 1076 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2003/11/09/data.csv
[2026-05-27T02:11:39.119+0000] {ingest_chicago_crime.py:149} INFO - [2003-11-09] _SUCCESS marker written.
[2026-05-27T02:11:39.947+0000] {ingest_chicago_crime.py:114} INFO - [2003-11-10] Querying BigQuery...
[2026-05-27T02:11:43.142+0000] {ingest_chicago_crime.py:142} INFO - [2003-11-10] Uploaded 1289 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2003/11/10/data.csv
[2026-05-27T02:11:43.395+0000] {ingest_chicago_crime.py:149} INFO - [2003-11-10] _SUCCESS marker written.
[2026-05-27T02:11:43.846+0000] {ingest_chicago_crime.py:114} INFO - [2003-11-11] Querying BigQuery...
[2026-05-27T02:11:49.551+0000] {ingest_chicago_crime.py:142} INFO - [2003-11-11] Uploaded 1371 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2003/11/11/data.csv
[2026-05-27T02:11:49.809+0000] {ingest_chicago_crime.py:149} INFO - [2003-11-11] _SUCCESS marker written.
[2026-05-27T02:11:50.047+0000] {ingest_chicago_crime.py:114} INFO - [2003-11-12] Querying BigQuery...
[2026-05-27T02:11:53.011+0000] {ingest_chicago_crime.py:142} INFO - [2003-11-12] Uploaded 1275 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2003/11/12/data.csv
[2026-05-27T02:11:53.403+0000] {ingest_chicago_crime.py:149} INFO - [2003-11-12] _SUCCESS marker written.
[2026-05-27T02:11:53.640+0000] {ingest_chicago_crime.py:114} INFO - [2003-11-13] Querying BigQuery...
[2026-05-27T02:11:56.635+0000] {ingest_chicago_crime.py:142} INFO - [2003-11-13] Uploaded 1192 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2003/11/13/data.csv
[2026-05-27T02:11:56.928+0000] {ingest_chicago_crime.py:149} INFO - [2003-11-13] _SUCCESS marker written.
[2026-05-27T02:11:57.833+0000] {ingest_chicago_crime.py:114} INFO - [2003-11-14] Querying BigQuery...
[2026-05-27T02:12:00.718+0000] {ingest_chicago_crime.py:142} INFO - [2003-11-14] Uploaded 1370 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2003/11/14/data.csv
[2026-05-27T02:12:00.992+0000] {ingest_chicago_crime.py:149} INFO - [2003-11-14] _SUCCESS marker written.
[2026-05-27T02:12:01.390+0000] {ingest_chicago_crime.py:114} INFO - [2003-11-15] Querying BigQuery...
[2026-05-27T02:12:04.946+0000] {ingest_chicago_crime.py:142} INFO - [2003-11-15] Uploaded 1279 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2003/11/15/data.csv
[2026-05-27T02:12:05.237+0000] {ingest_chicago_crime.py:149} INFO - [2003-11-15] _SUCCESS marker written.
[2026-05-27T02:12:05.463+0000] {ingest_chicago_crime.py:114} INFO - [2003-11-16] Querying BigQuery...
[2026-05-27T02:12:08.378+0000] {ingest_chicago_crime.py:142} INFO - [2003-11-16] Uploaded 1084 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2003/11/16/data.csv
[2026-05-27T02:12:08.691+0000] {ingest_chicago_crime.py:149} INFO - [2003-11-16] _SUCCESS marker written.
[2026-05-27T02:12:09.472+0000] {ingest_chicago_crime.py:114} INFO - [2003-11-17] Querying BigQuery...
[2026-05-27T02:12:12.662+0000] {ingest_chicago_crime.py:142} INFO - [2003-11-17] Uploaded 1226 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2003/11/17/data.csv
[2026-05-27T02:12:12.955+0000] {ingest_chicago_crime.py:149} INFO - [2003-11-17] _SUCCESS marker written.
[2026-05-27T02:12:13.200+0000] {ingest_chicago_crime.py:114} INFO - [2003-11-18] Querying BigQuery...
[2026-05-27T02:12:16.941+0000] {ingest_chicago_crime.py:142} INFO - [2003-11-18] Uploaded 1201 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2003/11/18/data.csv
[2026-05-27T02:12:17.312+0000] {ingest_chicago_crime.py:149} INFO - [2003-11-18] _SUCCESS marker written.
[2026-05-27T02:12:18.037+0000] {ingest_chicago_crime.py:114} INFO - [2003-11-19] Querying BigQuery...
[2026-05-27T02:12:23.998+0000] {ingest_chicago_crime.py:142} INFO - [2003-11-19] Uploaded 1357 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2003/11/19/data.csv
[2026-05-27T02:12:24.257+0000] {ingest_chicago_crime.py:149} INFO - [2003-11-19] _SUCCESS marker written.
[2026-05-27T02:12:24.482+0000] {ingest_chicago_crime.py:114} INFO - [2003-11-20] Querying BigQuery...
[2026-05-27T02:12:27.769+0000] {ingest_chicago_crime.py:142} INFO - [2003-11-20] Uploaded 1470 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2003/11/20/data.csv
[2026-05-27T02:12:28.022+0000] {ingest_chicago_crime.py:149} INFO - [2003-11-20] _SUCCESS marker written.
[2026-05-27T02:12:28.243+0000] {ingest_chicago_crime.py:114} INFO - [2003-11-21] Querying BigQuery...
[2026-05-27T02:12:31.301+0000] {ingest_chicago_crime.py:142} INFO - [2003-11-21] Uploaded 1409 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2003/11/21/data.csv
[2026-05-27T02:12:31.608+0000] {ingest_chicago_crime.py:149} INFO - [2003-11-21] _SUCCESS marker written.
[2026-05-27T02:12:31.842+0000] {ingest_chicago_crime.py:114} INFO - [2003-11-22] Querying BigQuery...
[2026-05-27T02:12:34.534+0000] {ingest_chicago_crime.py:142} INFO - [2003-11-22] Uploaded 1344 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2003/11/22/data.csv
[2026-05-27T02:12:34.813+0000] {ingest_chicago_crime.py:149} INFO - [2003-11-22] _SUCCESS marker written.
[2026-05-27T02:12:35.040+0000] {ingest_chicago_crime.py:114} INFO - [2003-11-23] Querying BigQuery...
[2026-05-27T02:12:38.125+0000] {ingest_chicago_crime.py:142} INFO - [2003-11-23] Uploaded 1146 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2003/11/23/data.csv
[2026-05-27T02:12:38.532+0000] {ingest_chicago_crime.py:149} INFO - [2003-11-23] _SUCCESS marker written.
[2026-05-27T02:12:38.767+0000] {ingest_chicago_crime.py:114} INFO - [2003-11-24] Querying BigQuery...
[2026-05-27T02:12:41.765+0000] {ingest_chicago_crime.py:142} INFO - [2003-11-24] Uploaded 1188 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2003/11/24/data.csv
[2026-05-27T02:12:42.040+0000] {ingest_chicago_crime.py:149} INFO - [2003-11-24] _SUCCESS marker written.
[2026-05-27T02:12:42.324+0000] {ingest_chicago_crime.py:114} INFO - [2003-11-25] Querying BigQuery...
[2026-05-27T02:12:45.024+0000] {ingest_chicago_crime.py:142} INFO - [2003-11-25] Uploaded 1173 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2003/11/25/data.csv
[2026-05-27T02:12:45.304+0000] {ingest_chicago_crime.py:149} INFO - [2003-11-25] _SUCCESS marker written.
[2026-05-27T02:12:45.583+0000] {ingest_chicago_crime.py:114} INFO - [2003-11-26] Querying BigQuery...
[2026-05-27T02:12:48.423+0000] {ingest_chicago_crime.py:142} INFO - [2003-11-26] Uploaded 1286 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2003/11/26/data.csv
[2026-05-27T02:12:48.701+0000] {ingest_chicago_crime.py:149} INFO - [2003-11-26] _SUCCESS marker written.
[2026-05-27T02:12:48.928+0000] {ingest_chicago_crime.py:114} INFO - [2003-11-27] Querying BigQuery...
[2026-05-27T02:12:51.499+0000] {ingest_chicago_crime.py:142} INFO - [2003-11-27] Uploaded 1009 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2003/11/27/data.csv
[2026-05-27T02:12:51.777+0000] {ingest_chicago_crime.py:149} INFO - [2003-11-27] _SUCCESS marker written.
[2026-05-27T02:12:53.091+0000] {ingest_chicago_crime.py:114} INFO - [2003-11-28] Querying BigQuery...
[2026-05-27T02:12:57.633+0000] {ingest_chicago_crime.py:142} INFO - [2003-11-28] Uploaded 1102 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2003/11/28/data.csv
[2026-05-27T02:12:58.025+0000] {ingest_chicago_crime.py:149} INFO - [2003-11-28] _SUCCESS marker written.
[2026-05-27T02:12:58.319+0000] {ingest_chicago_crime.py:114} INFO - [2003-11-29] Querying BigQuery...
[2026-05-27T02:13:00.827+0000] {ingest_chicago_crime.py:142} INFO - [2003-11-29] Uploaded 1172 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2003/11/29/data.csv
[2026-05-27T02:13:01.087+0000] {ingest_chicago_crime.py:149} INFO - [2003-11-29] _SUCCESS marker written.
[2026-05-27T02:13:01.310+0000] {ingest_chicago_crime.py:114} INFO - [2003-11-30] Querying BigQuery...
[2026-05-27T02:13:04.584+0000] {ingest_chicago_crime.py:142} INFO - [2003-11-30] Uploaded 1395 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2003/11/30/data.csv
[2026-05-27T02:13:04.824+0000] {ingest_chicago_crime.py:149} INFO - [2003-11-30] _SUCCESS marker written.
[2026-05-27T02:13:05.050+0000] {ingest_chicago_crime.py:114} INFO - [2003-12-01] Querying BigQuery...
[2026-05-27T02:13:08.410+0000] {ingest_chicago_crime.py:142} INFO - [2003-12-01] Uploaded 1417 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2003/12/01/data.csv
[2026-05-27T02:13:08.767+0000] {ingest_chicago_crime.py:149} INFO - [2003-12-01] _SUCCESS marker written.
[2026-05-27T02:13:08.986+0000] {ingest_chicago_crime.py:114} INFO - [2003-12-02] Querying BigQuery...
[2026-05-27T02:13:11.859+0000] {ingest_chicago_crime.py:142} INFO - [2003-12-02] Uploaded 1210 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2003/12/02/data.csv
[2026-05-27T02:13:12.115+0000] {ingest_chicago_crime.py:149} INFO - [2003-12-02] _SUCCESS marker written.
[2026-05-27T02:13:12.341+0000] {ingest_chicago_crime.py:114} INFO - [2003-12-03] Querying BigQuery...
[2026-05-27T02:13:15.047+0000] {ingest_chicago_crime.py:142} INFO - [2003-12-03] Uploaded 1304 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2003/12/03/data.csv
[2026-05-27T02:13:15.305+0000] {ingest_chicago_crime.py:149} INFO - [2003-12-03] _SUCCESS marker written.
[2026-05-27T02:13:15.533+0000] {ingest_chicago_crime.py:114} INFO - [2003-12-04] Querying BigQuery...
[2026-05-27T02:13:18.751+0000] {ingest_chicago_crime.py:142} INFO - [2003-12-04] Uploaded 1119 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2003/12/04/data.csv
[2026-05-27T02:13:19.014+0000] {ingest_chicago_crime.py:149} INFO - [2003-12-04] _SUCCESS marker written.
[2026-05-27T02:13:19.242+0000] {ingest_chicago_crime.py:114} INFO - [2003-12-05] Querying BigQuery...
[2026-05-27T02:13:22.343+0000] {ingest_chicago_crime.py:142} INFO - [2003-12-05] Uploaded 1368 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2003/12/05/data.csv
[2026-05-27T02:13:22.679+0000] {ingest_chicago_crime.py:149} INFO - [2003-12-05] _SUCCESS marker written.
[2026-05-27T02:13:22.905+0000] {ingest_chicago_crime.py:114} INFO - [2003-12-06] Querying BigQuery...
[2026-05-27T02:13:28.676+0000] {ingest_chicago_crime.py:142} INFO - [2003-12-06] Uploaded 1244 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2003/12/06/data.csv
[2026-05-27T02:13:28.940+0000] {ingest_chicago_crime.py:149} INFO - [2003-12-06] _SUCCESS marker written.
[2026-05-27T02:13:29.170+0000] {ingest_chicago_crime.py:114} INFO - [2003-12-07] Querying BigQuery...
[2026-05-27T02:13:32.317+0000] {ingest_chicago_crime.py:142} INFO - [2003-12-07] Uploaded 1186 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2003/12/07/data.csv
[2026-05-27T02:13:32.592+0000] {ingest_chicago_crime.py:149} INFO - [2003-12-07] _SUCCESS marker written.
[2026-05-27T02:13:32.824+0000] {ingest_chicago_crime.py:114} INFO - [2003-12-08] Querying BigQuery...
[2026-05-27T02:13:35.621+0000] {ingest_chicago_crime.py:142} INFO - [2003-12-08] Uploaded 1185 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2003/12/08/data.csv
[2026-05-27T02:13:35.888+0000] {ingest_chicago_crime.py:149} INFO - [2003-12-08] _SUCCESS marker written.
[2026-05-27T02:13:36.116+0000] {ingest_chicago_crime.py:114} INFO - [2003-12-09] Querying BigQuery...
[2026-05-27T02:13:39.390+0000] {ingest_chicago_crime.py:142} INFO - [2003-12-09] Uploaded 1207 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2003/12/09/data.csv
[2026-05-27T02:13:39.759+0000] {ingest_chicago_crime.py:149} INFO - [2003-12-09] _SUCCESS marker written.
[2026-05-27T02:13:40.011+0000] {ingest_chicago_crime.py:114} INFO - [2003-12-10] Querying BigQuery...
[2026-05-27T02:13:43.085+0000] {ingest_chicago_crime.py:142} INFO - [2003-12-10] Uploaded 1223 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2003/12/10/data.csv
[2026-05-27T02:13:43.416+0000] {ingest_chicago_crime.py:149} INFO - [2003-12-10] _SUCCESS marker written.
[2026-05-27T02:13:43.661+0000] {ingest_chicago_crime.py:114} INFO - [2003-12-11] Querying BigQuery...
[2026-05-27T02:13:46.920+0000] {ingest_chicago_crime.py:142} INFO - [2003-12-11] Uploaded 1083 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2003/12/11/data.csv
[2026-05-27T02:13:47.168+0000] {ingest_chicago_crime.py:149} INFO - [2003-12-11] _SUCCESS marker written.
[2026-05-27T02:13:47.390+0000] {ingest_chicago_crime.py:114} INFO - [2003-12-12] Querying BigQuery...
[2026-05-27T02:13:50.192+0000] {ingest_chicago_crime.py:142} INFO - [2003-12-12] Uploaded 1155 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2003/12/12/data.csv
[2026-05-27T02:13:50.473+0000] {ingest_chicago_crime.py:149} INFO - [2003-12-12] _SUCCESS marker written.
[2026-05-27T02:13:50.755+0000] {ingest_chicago_crime.py:114} INFO - [2003-12-13] Querying BigQuery...
[2026-05-27T02:13:53.224+0000] {ingest_chicago_crime.py:142} INFO - [2003-12-13] Uploaded 1123 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2003/12/13/data.csv
[2026-05-27T02:13:53.486+0000] {ingest_chicago_crime.py:149} INFO - [2003-12-13] _SUCCESS marker written.
[2026-05-27T02:13:53.709+0000] {ingest_chicago_crime.py:114} INFO - [2003-12-14] Querying BigQuery...
[2026-05-27T02:13:56.345+0000] {ingest_chicago_crime.py:142} INFO - [2003-12-14] Uploaded 1076 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2003/12/14/data.csv
[2026-05-27T02:13:56.639+0000] {ingest_chicago_crime.py:149} INFO - [2003-12-14] _SUCCESS marker written.
[2026-05-27T02:13:56.868+0000] {ingest_chicago_crime.py:114} INFO - [2003-12-15] Querying BigQuery...
[2026-05-27T02:14:02.465+0000] {ingest_chicago_crime.py:142} INFO - [2003-12-15] Uploaded 1226 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2003/12/15/data.csv
[2026-05-27T02:14:02.851+0000] {ingest_chicago_crime.py:149} INFO - [2003-12-15] _SUCCESS marker written.
[2026-05-27T02:14:03.141+0000] {ingest_chicago_crime.py:114} INFO - [2003-12-16] Querying BigQuery...
[2026-05-27T02:14:06.324+0000] {ingest_chicago_crime.py:142} INFO - [2003-12-16] Uploaded 1143 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2003/12/16/data.csv
[2026-05-27T02:14:06.614+0000] {ingest_chicago_crime.py:149} INFO - [2003-12-16] _SUCCESS marker written.
[2026-05-27T02:14:06.850+0000] {ingest_chicago_crime.py:114} INFO - [2003-12-17] Querying BigQuery...
[2026-05-27T02:14:09.736+0000] {ingest_chicago_crime.py:142} INFO - [2003-12-17] Uploaded 1083 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2003/12/17/data.csv
[2026-05-27T02:14:10.193+0000] {ingest_chicago_crime.py:149} INFO - [2003-12-17] _SUCCESS marker written.
[2026-05-27T02:14:10.584+0000] {ingest_chicago_crime.py:114} INFO - [2003-12-18] Querying BigQuery...
[2026-05-27T02:14:13.418+0000] {ingest_chicago_crime.py:142} INFO - [2003-12-18] Uploaded 1129 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2003/12/18/data.csv
[2026-05-27T02:14:13.697+0000] {ingest_chicago_crime.py:149} INFO - [2003-12-18] _SUCCESS marker written.
[2026-05-27T02:14:13.971+0000] {ingest_chicago_crime.py:114} INFO - [2003-12-19] Querying BigQuery...
[2026-05-27T02:14:16.743+0000] {ingest_chicago_crime.py:142} INFO - [2003-12-19] Uploaded 1199 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2003/12/19/data.csv
[2026-05-27T02:14:17.022+0000] {ingest_chicago_crime.py:149} INFO - [2003-12-19] _SUCCESS marker written.
[2026-05-27T02:14:17.289+0000] {ingest_chicago_crime.py:114} INFO - [2003-12-20] Querying BigQuery...
[2026-05-27T02:14:19.839+0000] {ingest_chicago_crime.py:142} INFO - [2003-12-20] Uploaded 1206 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2003/12/20/data.csv
[2026-05-27T02:14:20.104+0000] {ingest_chicago_crime.py:149} INFO - [2003-12-20] _SUCCESS marker written.
[2026-05-27T02:14:20.325+0000] {ingest_chicago_crime.py:114} INFO - [2003-12-21] Querying BigQuery...
[2026-05-27T02:14:23.152+0000] {ingest_chicago_crime.py:142} INFO - [2003-12-21] Uploaded 1117 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2003/12/21/data.csv
[2026-05-27T02:14:23.422+0000] {ingest_chicago_crime.py:149} INFO - [2003-12-21] _SUCCESS marker written.
[2026-05-27T02:14:23.641+0000] {ingest_chicago_crime.py:114} INFO - [2003-12-22] Querying BigQuery...
[2026-05-27T02:14:26.894+0000] {ingest_chicago_crime.py:142} INFO - [2003-12-22] Uploaded 1150 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2003/12/22/data.csv
[2026-05-27T02:14:27.160+0000] {ingest_chicago_crime.py:149} INFO - [2003-12-22] _SUCCESS marker written.
[2026-05-27T02:14:27.398+0000] {ingest_chicago_crime.py:114} INFO - [2003-12-23] Querying BigQuery...
[2026-05-27T02:14:31.454+0000] {ingest_chicago_crime.py:142} INFO - [2003-12-23] Uploaded 1134 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2003/12/23/data.csv
[2026-05-27T02:14:33.475+0000] {ingest_chicago_crime.py:149} INFO - [2003-12-23] _SUCCESS marker written.
[2026-05-27T02:14:33.715+0000] {ingest_chicago_crime.py:114} INFO - [2003-12-24] Querying BigQuery...
[2026-05-27T02:14:36.370+0000] {ingest_chicago_crime.py:142} INFO - [2003-12-24] Uploaded 963 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2003/12/24/data.csv
[2026-05-27T02:14:36.646+0000] {ingest_chicago_crime.py:149} INFO - [2003-12-24] _SUCCESS marker written.
[2026-05-27T02:14:36.922+0000] {ingest_chicago_crime.py:114} INFO - [2003-12-25] Querying BigQuery...
[2026-05-27T02:14:39.227+0000] {ingest_chicago_crime.py:142} INFO - [2003-12-25] Uploaded 729 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2003/12/25/data.csv
[2026-05-27T02:14:39.483+0000] {ingest_chicago_crime.py:149} INFO - [2003-12-25] _SUCCESS marker written.
[2026-05-27T02:14:39.715+0000] {ingest_chicago_crime.py:114} INFO - [2003-12-26] Querying BigQuery...
[2026-05-27T02:14:42.544+0000] {ingest_chicago_crime.py:142} INFO - [2003-12-26] Uploaded 1025 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2003/12/26/data.csv
[2026-05-27T02:14:42.803+0000] {ingest_chicago_crime.py:149} INFO - [2003-12-26] _SUCCESS marker written.
[2026-05-27T02:14:43.029+0000] {ingest_chicago_crime.py:114} INFO - [2003-12-27] Querying BigQuery...
[2026-05-27T02:14:46.045+0000] {ingest_chicago_crime.py:142} INFO - [2003-12-27] Uploaded 1179 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2003/12/27/data.csv
[2026-05-27T02:14:46.491+0000] {ingest_chicago_crime.py:149} INFO - [2003-12-27] _SUCCESS marker written.
[2026-05-27T02:14:46.715+0000] {ingest_chicago_crime.py:114} INFO - [2003-12-28] Querying BigQuery...
[2026-05-27T02:14:49.364+0000] {ingest_chicago_crime.py:142} INFO - [2003-12-28] Uploaded 1169 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2003/12/28/data.csv
[2026-05-27T02:14:49.640+0000] {ingest_chicago_crime.py:149} INFO - [2003-12-28] _SUCCESS marker written.
[2026-05-27T02:14:49.862+0000] {ingest_chicago_crime.py:114} INFO - [2003-12-29] Querying BigQuery...
[2026-05-27T02:14:52.497+0000] {ingest_chicago_crime.py:142} INFO - [2003-12-29] Uploaded 1176 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2003/12/29/data.csv
[2026-05-27T02:14:52.773+0000] {ingest_chicago_crime.py:149} INFO - [2003-12-29] _SUCCESS marker written.
[2026-05-27T02:14:53.053+0000] {ingest_chicago_crime.py:114} INFO - [2003-12-30] Querying BigQuery...
[2026-05-27T02:14:56.183+0000] {ingest_chicago_crime.py:142} INFO - [2003-12-30] Uploaded 1160 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2003/12/30/data.csv
[2026-05-27T02:14:56.459+0000] {ingest_chicago_crime.py:149} INFO - [2003-12-30] _SUCCESS marker written.
[2026-05-27T02:14:56.829+0000] {ingest_chicago_crime.py:114} INFO - [2003-12-31] Querying BigQuery...
[2026-05-27T02:14:59.910+0000] {ingest_chicago_crime.py:142} INFO - [2003-12-31] Uploaded 1104 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2003/12/31/data.csv
[2026-05-27T02:15:00.288+0000] {ingest_chicago_crime.py:149} INFO - [2003-12-31] _SUCCESS marker written.
[2026-05-27T02:15:00.768+0000] {ingest_chicago_crime.py:114} INFO - [2004-01-01] Querying BigQuery...
[2026-05-27T02:15:06.831+0000] {ingest_chicago_crime.py:142} INFO - [2004-01-01] Uploaded 1901 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2004/01/01/data.csv
[2026-05-27T02:15:07.126+0000] {ingest_chicago_crime.py:149} INFO - [2004-01-01] _SUCCESS marker written.
[2026-05-27T02:15:07.587+0000] {ingest_chicago_crime.py:114} INFO - [2004-01-02] Querying BigQuery...
[2026-05-27T02:15:10.717+0000] {ingest_chicago_crime.py:142} INFO - [2004-01-02] Uploaded 1317 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2004/01/02/data.csv
[2026-05-27T02:15:11.177+0000] {ingest_chicago_crime.py:149} INFO - [2004-01-02] _SUCCESS marker written.
[2026-05-27T02:15:11.457+0000] {ingest_chicago_crime.py:114} INFO - [2004-01-03] Querying BigQuery...
[2026-05-27T02:15:14.588+0000] {ingest_chicago_crime.py:142} INFO - [2004-01-03] Uploaded 1183 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2004/01/03/data.csv
[2026-05-27T02:15:14.846+0000] {ingest_chicago_crime.py:149} INFO - [2004-01-03] _SUCCESS marker written.
[2026-05-27T02:15:15.077+0000] {ingest_chicago_crime.py:114} INFO - [2004-01-04] Querying BigQuery...
[2026-05-27T02:15:17.358+0000] {ingest_chicago_crime.py:142} INFO - [2004-01-04] Uploaded 879 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2004/01/04/data.csv
[2026-05-27T02:15:17.615+0000] {ingest_chicago_crime.py:149} INFO - [2004-01-04] _SUCCESS marker written.
[2026-05-27T02:15:17.830+0000] {ingest_chicago_crime.py:114} INFO - [2004-01-05] Querying BigQuery...
[2026-05-27T02:15:20.819+0000] {ingest_chicago_crime.py:142} INFO - [2004-01-05] Uploaded 941 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2004/01/05/data.csv
[2026-05-27T02:15:21.082+0000] {ingest_chicago_crime.py:149} INFO - [2004-01-05] _SUCCESS marker written.
[2026-05-27T02:15:21.317+0000] {ingest_chicago_crime.py:114} INFO - [2004-01-06] Querying BigQuery...
[2026-05-27T02:15:23.713+0000] {ingest_chicago_crime.py:142} INFO - [2004-01-06] Uploaded 921 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2004/01/06/data.csv
[2026-05-27T02:15:24.071+0000] {ingest_chicago_crime.py:149} INFO - [2004-01-06] _SUCCESS marker written.
